Assessment_Sequence_ID,Student_ID,Student or LA,PRE Agree To Participate,PRE Submitted,PRE Duration (Seconds),POST Agree To Participate,POST Submitted,POST Duration (Seconds),PRE % Answered,POST % Answered,PRE-score,POST-score,Effect-size,Learning_gain,male,female,transgender,other,Hispanic,white,black,asian,american_indian,hawaiian_or_other_pacific_islander,other,Year_in_school,First_time,0min_week_wLA,1-5min_week_wLA,6-15min_week_wLA,16-30min_week_wLA,30+min_week_wLA
381,10389,0,I agree to participate,2016-05-31 19:50:25,1192.655,I agree to participate,2016-07-26 09:45:10,3488.314,100,100,52,72,1.243433189,0.416666667,0,1,0,0,1,1,0,0,0,0,0,5th,1,1,0,0,0,0
560,14767,0,I agree to participate,2016-09-01 10:25:51,1165.8,,,,100,,50,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
509,12675,0,I agree to participate,2016-08-29 12:22:58,692.617,,,,100,,96.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
517,13752,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
540,14400,0,I agree to participate,2016-08-31 17:57:27,1887.022,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
515,6895,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
46,2227,0,I agree to participate,,,I agree to participate,2015-12-10 17:16:12,1729.314,,100,,59.375,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
241,5228,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
555,14717,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
60,2546,0,I agree to participate,2015-09-14 00:00:00,1336.853,I agree to participate,2015-12-16 11:04:48,859.051,100,100,40,53.33333333,0.745120827,0.222222222,1,0,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
514,13225,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
170,2353,0,I agree to participate,2015-09-14 00:00:00,494.77,,,,100,,20,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
165,2464,0,I agree to participate,2015-09-14 00:00:00,1969.465,I agree to participate,2015-12-19 00:00:00,3189.552,100,100,16.66666667,60,4.415880433,0.52,1,0,0,0,0,0,1,0,0,0,0,3rd,1,1,0,0,0,0
568,15303,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
554,14677,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
538,14325,0,I agree to participate,2016-08-31 18:09:23,933.697,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,2nd,1,1,0,0,0,0
351,9466,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
517,8942,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
467,11470,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
305,8153,0,I agree to participate,2016-02-02 08:01:00,1136.196,,,,100,,16.66666667,,,,0,1,0,0,0,0,1,0,0,0,0,4th,1,1,0,0,0,0
297,7997,0,I agree to participate,2016-01-25 16:52:32,766.177,,,,100,,33.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
509,12636,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3368,0,I agree to participate,2015-09-11 00:00:00,802.071,I agree to participate,2015-12-05 00:00:00,2415.583,100,100,65,55,-0.475016352,-0.285714286,0,1,0,0,0,0,0,0,0,0,1,1st,1,1,0,0,0,0
286,3130,0,I agree to participate,2016-01-24 11:57:26,918.365,,,,100,,66.66666667,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
31,1747,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
509,12805,0,I agree to participate,2016-08-31 00:30:14,959.898,,,,100,,36.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
329,9199,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13335,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,2nd,1,1,0,0,0,0
137,3162,0,I agree to participate,2015-09-11 00:00:00,804.085,I agree to participate,2015-12-05 00:00:00,427.424,100,100,75,90,0.712524528,0.6,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
291,7783,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
583,15455,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
179,4981,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
17,1140,0,I agree to participate,2015-08-28 00:00:00,1747.975,I agree to participate,2015-12-07 19:32:18,671.134,100,100,80.85106383,95.74468085,0.627900724,0.777777778,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
542,2727,0,I agree to participate,2016-09-02 10:12:03,1440.286,,,,100,,15.625,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
516,13371,0,I agree to participate,2016-08-31 18:32:35,1075.321,,,,100,,37.5,,,,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
241,5216,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
127,4137,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
400,11174,,I agree to participate,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12704,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
333,9292,0,I agree to participate,2016-01-29 23:00:23,1666.975,I agree to participate,,,100,,17.0212766,,,,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
17,1375,0,I agree to participate,2015-08-28 00:00:00,1326.404,I agree to participate,2015-12-07 18:28:29,868.071,100,100,29.78723404,36.17021277,0.26910031,0.090909091,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
517,13776,0,I agree to participate,2016-08-31 15:11:49,2793.373,,,,100,,45.45454545,,,,0,1,0,0,0,0,0,0,0,0,0,1st,1,1,0,0,0,0
335,9515,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
17,1403,0,I agree to participate,2015-08-28 00:00:00,851.189,I agree to participate,2015-12-08 20:43:25,162.803,100,100,10.63829787,21.27659574,0.448500517,0.119047619,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
243,5390,0,I agree to participate,2016-01-19 18:50:48,541.483,,,,72.72727273,,31.81818182,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
515,6931,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
268,6736,0,I agree to participate,2016-01-25 13:59:23,979.957,I agree to participate,2016-05-02 14:06:15,1221.894,100,100,26.66666667,46.66666667,0.949714756,0.272727273,0,1,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
61,2574,0,I agree to participate,,,I agree to participate,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
531,14003,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,13255,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
363,8109,0,,,,I agree to participate,2016-04-14 08:47:40,711.633,,100,,86.66666667,,,1,0,0,0,0,1,0,0,0,0,0,5th,0,1,0,0,0,0
30,1621,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
199,3787,0,I agree to participate,,,I agree to participate,2016-04-15 08:09:29,2196.38,,100,,36.66666667,,,1,0,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
31,1708,0,I agree to participate,2015-09-04 00:00:00,787.04,,,,100,,22.72727273,,,,1,0,0,0,0,1,0,0,0,0,0,5th,0,1,0,0,0,0
167,2804,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
235,5190,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
295,7915,0,I agree to participate,2016-01-25 19:44:12,329.21,,,,100,,36.66666667,,,,1,0,0,0,0,0,1,0,0,0,0,4th,1,1,0,0,0,0
517,13721,0,I agree to participate,2016-08-30 09:57:41,666.795,,,,100,,22.72727273,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
17,1279,0,I agree to participate,2015-08-28 00:00:00,1281.286,I agree to participate,2015-12-08 20:20:33,524.931,100,100,21.27659574,21.27659574,0,0,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
157,3945,0,I agree to participate,2015-09-29 00:00:00,1799.68,I agree to participate,2015-12-09 13:08:36,909.172,100,100,21.27659574,34.04255319,0.603000998,0.162162162,1,0,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
297,8027,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3399,0,I agree to participate,2015-09-11 00:00:00,2199.77,I agree to participate,2015-12-05 00:00:00,759.65,100,100,50,65,0.712524528,0.3,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
405,10684,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3229,0,I agree to participate,2015-09-11 00:00:00,3292.055,I agree to participate,2015-12-05 00:00:00,70.319,100,100,65,20,-2.137573583,-1.285714286,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
386,10466,0,,,,I agree to participate,2016-08-17 12:09:27,1335.45,,100,,86.66666667,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
336,9596,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,10009,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
317,9042,0,I agree to participate,2016-02-02 19:11:55,550.624,,,,100,,76.92307692,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
291,7814,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,5th,1,1,0,0,0,0
74,2212,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
565,15056,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
280,2646,0,I agree to participate,2016-02-02 11:39:23,1268.837,,,,100,,28.125,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
393,11342,0,I agree to participate,2016-08-24 21:13:55,3351.135,,,,100,,17.0212766,,,,1,0,0,0,0,0,0,1,0,0,0,4th,1,1,0,0,0,0
542,7704,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13413,0,I agree to participate,2016-09-02 23:35:55,118.736,,,,100,,29.16666667,,,,0,1,0,0,1,1,0,0,0,0,0,5th,1,1,0,0,0,0
135,550,0,I agree to participate,2015-09-01 00:00:00,2616.4,I agree to participate,2015-11-10 00:00:00,1063.373,100,100,76.66666667,53.33333333,-1.379203108,-1,1,0,0,0,0,0,0,0,0,1,0,4th,1,1,0,0,0,0
536,14200,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,9981,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
389,11940,0,I agree to participate,2016-08-24 17:56:41,267.07,,,,100,,23.33333333,,,,0,1,0,0,0,1,0,0,0,0,0,6th,1,1,0,0,0,0
368,10189,0,I agree to participate,2016-04-26 11:00:55,931.153,,,,100,,20,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
335,9438,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
400,11190,0,I agree to participate,2016-08-16 08:48:37,750.999,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,5th,1,1,0,0,0,0
320,9168,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
223,6857,0,I agree to participate,2016-01-20 16:41:18,1187.876,I agree to participate,2016-04-25 17:15:58,2193.685,65.625,87.5,9.375,50,3.140601914,0.448275862,0,1,0,0,0,0,1,0,0,0,0,4th,1,1,0,0,0,0
143,12,0,I agree to participate,2015-09-03 00:00:00,191.828,I agree to participate,2015-12-09 20:56:37,1652.99,100,100,23.33333333,23.33333333,0,0,1,0,0,0,0,0,1,0,0,0,0,3rd,0,1,0,0,0,0
286,8403,0,I agree to participate,2016-01-22 19:59:45,723.388,I agree to participate,2016-04-29 04:35:50,352.82,100,100,50,50,0,0,0,1,0,0,1,1,0,0,0,0,0,1st,0,1,0,0,0,0
228,5106,1,I agree to participate,2016-01-18 11:18:26,1093.086,I agree to participate,2016-05-02 21:10:26,695.9,100,100,100,100,0,N/A,1,0,0,0,0,1,0,0,0,0,0,3rd,0,0,0,0,0,0
159,3887,0,I agree to participate,2015-09-26 00:00:00,2600.52,I agree to participate,2015-12-09 00:20:08,2104.766,100,100,20,63.33333333,3.05551924,0.541666667,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
251,5672,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,13204,0,I agree to participate,2016-09-03 11:19:05,1760.658,,,,100,,41.66666667,,,,0,1,0,0,1,0,0,0,0,0,1,2nd,1,1,0,0,0,0
342,9958,0,I agree to participate,2016-02-03 11:27:50,596.631,,,,100,,26.92307692,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
473,11734,0,I agree to participate,2016-08-22 20:34:42,898.127,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,3rd,1,1,0,0,0,0
31,1878,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3271,0,I agree to participate,2015-09-11 00:00:00,5067.536,,,,100,,90,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
249,5654,0,I agree to participate,2016-01-18 14:54:39,2352.008,,,,100,,22.72727273,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
137,3260,0,I agree to participate,2015-09-11 00:00:00,854.297,I agree to participate,2015-12-05 00:00:00,2884.673,100,100,75,85,0.475016352,0.4,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
257,5810,0,I agree to participate,2016-01-19 06:10:00,1154.128,,,,100,,72.72727273,,,,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
477,18,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
162,4072,0,I agree to participate,2015-10-01 00:00:00,1583.451,I agree to participate,2015-12-06 18:11:12,1511.317,100,100,70,86.66666667,0.931816489,0.555555556,1,0,0,0,0,0,0,1,0,0,0,1st,0,1,0,0,0,0
77,3505,0,I agree to participate,2015-09-07 00:00:00,22.105,I agree to participate,2015-12-13 17:54:13,741.411,0,100,0,85.10638298,3.130908054,0.85106383,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
565,15086,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
394,11352,0,I agree to participate,2016-08-23 19:56:28,562.327,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
259,5956,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
310,2859,0,,,,I agree to participate,2016-05-09 10:55:09,180.373,,100,,25,,,1,0,0,0,0,0,0,1,0,0,0,3rd,0,1,0,0,0,0
279,7580,0,I agree to participate,2016-01-22 14:50:18,238.582,I agree to participate,2016-05-04 02:19:21,80.731,100,100,10,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
285,7735,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
336,9684,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
31,1712,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,12964,0,I agree to participate,2016-08-31 21:12:00,975.105,,,,100,,33.33333333,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
564,15029,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
259,6053,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,3047,0,I agree to participate,2016-01-26 10:04:12,1136.698,I agree to participate,2016-04-25 18:10:47,894.302,100,100,54.16666667,45.83333333,-0.474622983,-0.181818182,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
514,13278,0,I agree to participate,2016-09-03 12:43:11,766.695,,,,100,,25,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
272,6876,0,I agree to participate,2016-01-19 19:06:06,1462.763,,,,100,,12.76595745,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
335,9468,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
541,7828,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
515,6943,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
132,177,0,I agree to participate,,,I agree to participate,2015-11-07 00:00:00,657.014,,100,,73.33333333,,,1,0,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
465,12348,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12732,0,I agree to participate,2016-08-29 09:34:53,1304.388,,,,100,,36.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
584,15599,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,8422,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
570,15354,0,I agree to participate,2016-09-01 16:56:16,1039.533,,,,100,,20,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,0,1,0,0,0,0
223,7219,0,I agree to participate,2016-01-20 16:36:33,1607.22,I agree to participate,2016-04-25 18:27:01,1524.099,100,100,25,40.625,1.207923813,0.208333333,0,1,0,0,1,1,0,0,0,0,0,3rd,0,1,0,0,0,0
155,1545,0,I agree to participate,2015-08-26 00:00:00,976.167,I agree to participate,2015-12-07 00:00:00,1378.086,100,96.66666667,23.33333333,40,0.894785177,0.217391304,0,1,0,0,0,0,0,0,0,0,1,2nd,1,1,0,0,0,0
261,6085,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
527,13983,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
335,9407,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
44,2180,0,I agree to participate,2015-09-14 00:00:00,1969.92,I agree to participate,,,100,,43.75,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
467,11562,0,I agree to participate,2016-08-27 17:50:26,9341.441,,,,100,,41.66666667,,,,1,0,0,0,1,0,0,0,0,0,0,1st,1,1,0,0,0,0
135,611,0,,,,I agree to participate,2015-11-10 00:00:00,1294.024,,100,,86.66666667,,,1,0,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
142,45,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
129,4212,0,I agree to participate,2015-10-10 00:00:00,1381.477,,,,100,,33.33333333,,,,1,0,0,0,0,0,0,1,0,0,0,4th,1,1,0,0,0,0
137,2949,0,I agree to participate,2015-09-11 00:00:00,590.832,I agree to participate,2015-12-05 00:00:00,410.539,100,100,55,55,0,0,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
532,1862,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
361,8214,0,,,,I agree to participate,2016-04-15 12:24:05,2127.286,,100,,70,,,1,0,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
336,9585,0,I agree to participate,2016-01-29 13:36:02,4545.01,,,,100,,34.04255319,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
525,13958,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
304,8157,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
233,5140,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,8391,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
253,5706,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
309,8288,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13457,0,I agree to participate,2016-08-30 21:37:40,201.972,,,,100,,25,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
508,12539,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,12994,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
255,5759,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
316,8687,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
338,9758,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
335,9427,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
190,4481,0,I agree to participate,2016-01-04 20:48:30,1030.742,,,,100,,63.33333333,,,,1,0,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
308,8268,0,I agree to participate,2016-01-24 19:32:41,1042.759,I agree to participate,2016-05-06 08:55:29,1296.446,100,100,33.33333333,45.83333333,1.341640786,0.1875,0,1,0,0,1,1,0,0,0,0,0,1st,1,1,0,0,0,0
259,6011,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
587,15615,0,I agree to participate,2016-09-02 09:54:40,1362.621,,,,100,,19.23076923,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
342,9794,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
133,4241,0,,,,I agree to participate,2015-11-07 00:00:00,823.956,,100,,93.33333333,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
17,1162,0,I agree to participate,2015-08-28 00:00:00,1254.436,,,,100,,57.44680851,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
152,4135,0,I agree to participate,2015-11-11 00:00:00,869.03,,,,100,,13.33333333,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
286,3272,0,I agree to participate,2016-01-26 19:17:31,1986.449,I agree to participate,2016-04-29 07:23:32,726.167,100,100,45.83333333,50,0.237311491,0.076923077,0,1,0,0,1,1,0,0,0,0,0,1st,1,1,0,0,0,0
273,7300,0,I agree to participate,2016-01-20 11:51:19,1886.622,I agree to participate,2016-04-28 09:40:23,1848.13,100,100,33.33333333,50,0.837296614,0.25,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
275,2593,0,I agree to participate,2016-01-23 20:38:43,2170.859,I agree to participate,2016-05-04 15:29:28,1314.959,100,100,40.625,31.25,-0.546942847,-0.157894737,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
133,213,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
467,11506,0,I agree to participate,2016-08-21 23:46:06,479.451,,,,100,,37.5,,,,0,1,0,0,0,0,0,0,0,1,0,1st,1,1,0,0,0,0
514,13029,0,I agree to participate,2016-09-02 12:35:49,125.617,,,,100,,25,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
156,924,0,I agree to participate,2015-09-01 00:00:00,560.431,I agree to participate,2015-12-11 21:01:05,445.709,100,100,68.18181818,86.36363636,1.062821844,0.571428571,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
283,2497,0,I agree to participate,2016-01-28 16:28:46,1756.236,I agree to participate,2016-04-27 16:55:38,2508.913,100,100,46.875,93.75,2.431357717,0.882352941,0,1,0,0,0,0,0,0,0,0,1,2nd,1,1,0,0,0,0
272,6927,0,I agree to participate,2016-01-20 14:53:02,450.835,,,,100,,12.76595745,,,,1,0,0,0,1,1,0,0,0,0,0,1st,1,1,0,0,0,0
137,3091,0,I agree to participate,2015-09-11 00:00:00,33493.069,I agree to participate,2015-12-05 00:00:00,465.027,100,100,70,75,0.237508176,0.166666667,1,0,0,0,0,0,0,1,0,0,0,4th,1,1,0,0,0,0
261,6081,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,2980,0,I agree to participate,2015-09-11 00:00:00,665.233,I agree to participate,2015-12-05 00:00:00,498.361,100,100,100,85,-0.712524528,N/A,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
73,3686,0,I agree to participate,2015-09-09 00:00:00,323.763,,,,100,,41.66666667,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
281,7666,0,I agree to participate,2016-01-31 17:31:43,2162.888,I agree to participate,2016-04-24 17:22:28,1542.702,100,100,93.33333333,93.33333333,0,0,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
537,14262,0,I agree to participate,2016-08-31 16:31:36,1219.684,,,,100,,26.66666667,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
174,2593,0,I agree to participate,2015-09-14 00:00:00,1547.4,,,,100,,16.66666667,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
268,6797,0,I agree to participate,2016-01-20 17:03:47,1190.27,I agree to participate,2016-04-27 17:02:42,1304.488,100,100,73.33333333,76.66666667,0.158285793,0.125,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
364,8089,0,,,,I agree to participate,2016-04-14 14:37:04,522.754,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
415,10583,0,I agree to participate,2016-08-24 22:07:40,284.131,,,,100,,18.75,,,,1,0,0,0,1,0,0,0,0,0,1,3rd,1,1,0,0,0,0
175,2623,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
336,9683,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
253,5736,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
